"rules";"support";"confidence";"coverage";"lift";"count"
"{} => {SM}";0.711864406779661;0.711864406779661;1;1;168
"{} => {Lk}";0.76271186440678;0.76271186440678;1;1;180
"{B} => {SM}";0.377118644067797;0.801801801801802;0.470338983050847;1.12634062634063;89
"{B} => {Lk}";0.338983050847458;0.720720720720721;0.470338983050847;0.944944944944945;80
"{SNMPTN} => {SM}";0.419491525423729;0.744360902255639;0.563559322033898;1.04564983888292;99
"{SNMPTN} => {Lk}";0.415254237288136;0.736842105263158;0.563559322033898;0.966081871345029;98
"{A1} => {SM}";0.372881355932203;0.656716417910448;0.567796610169492;0.922530206112296;88
"{A1} => {Lk}";0.415254237288136;0.73134328358209;0.567796610169492;0.958872305140962;98
"{SM} => {Lk}";0.559322033898305;0.785714285714286;0.711864406779661;1.03015873015873;132
"{Lk} => {SM}";0.559322033898305;0.733333333333333;0.76271186440678;1.03015873015873;132
"{SM,SNMPTN} => {Lk}";0.313559322033898;0.747474747474748;0.419491525423729;0.980022446689113;74
"{Lk,SNMPTN} => {SM}";0.313559322033898;0.755102040816326;0.415254237288136;1.06073858114674;74
