"rules";"support";"confidence";"coverage";"lift";"count"
"{} => {B}";0.530054644808743;0.530054644808743;1;1;291
"{} => {SNMPTN}";0.537340619307832;0.537340619307832;1;1;295
"{} => {A1}";0.58287795992714;0.58287795992714;1;1;320
"{} => {Lk}";0.703096539162113;0.703096539162113;1;1;386
"{} => {SM}";0.706739526411658;0.706739526411658;1;1;388
"{B} => {SM}";0.435336976320583;0.821305841924399;0.530054644808743;1.16210543097035;239
"{SM} => {B}";0.435336976320583;0.615979381443299;0.706739526411657;1.16210543097035;239
"{A1} => {SM}";0.400728597449909;0.6875;0.58287795992714;0.97277706185567;220
"{SM} => {A1}";0.400728597449909;0.56701030927835;0.706739526411657;0.97277706185567;220
"{Lk} => {SM}";0.497267759562842;0.707253886010363;0.703096539162113;1.00072779231879;273
"{SM} => {Lk}";0.497267759562842;0.70360824742268;0.706739526411657;1.00072779231879;273
