"rules";"support";"confidence";"coverage";"lift";"count"
"{} => {Lk}";0.703096539162113;0.703096539162113;1;1;386
"{} => {SM}";0.706739526411658;0.706739526411658;1;1;388
"{B} => {Lk}";0.331511839708561;0.625429553264605;0.530054644808743;0.889535815394477;182
"{B} => {SM}";0.435336976320583;0.821305841924399;0.530054644808743;1.16210543097035;239
"{SM} => {B}";0.435336976320583;0.615979381443299;0.706739526411657;1.16210543097035;239
"{SNMPTN} => {Lk}";0.36976320582878;0.688135593220339;0.537340619307832;0.978721348906648;203
"{SNMPTN} => {SM}";0.397085610200364;0.738983050847458;0.537340619307832;1.04562292503931;218
"{A1} => {Lk}";0.391621129326047;0.671875;0.58287795992714;0.955594235751295;215
"{A1} => {SM}";0.400728597449909;0.6875;0.58287795992714;0.97277706185567;220
"{Lk} => {SM}";0.497267759562842;0.707253886010363;0.703096539162113;1.00072779231879;273
"{SM} => {Lk}";0.497267759562842;0.70360824742268;0.706739526411657;1.00072779231879;273
